emis_num,level,region,council,chfdom,school_name_and_town,phone,owner
110802220,Primary,East,kailahun district council,8,METHODIST PRIMARY SCHOOL  KENEWA KENEWA,080353407,mission
110802221,Primary,East,kailahun district council,8,KAILAHUN DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL  MAMBOMA MAMBOMA,76507292,government
110802222,Primary,East,kailahun district council,8,METHODIST PRIMARY NGEVOLA NGEVOLA,78141521,mission
110802223,Primary,East,kailahun district council,8,NATIONAL ISLAMIC PRIMARY SANDEYA,088038234,mission
110802224,Primary,East,kailahun district council,8,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL TAILU,099393871,community
110802225,Primary,East,kailahun district council,8,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL  YANDOWAHUN YANDOWAHUN,030726147,mission
110802226,Primary,East,kailahun district council,8,FREE PENTICOSTAL PRIMARY SCHOOL TOPKOMBU,076974474,mission
110802227,Primary,East,kailahun district council,8,SIERRA LEONE MUSLIM BROOTHERHOOD 11 PRIMARY MBELEMBU,077206984,mission
110802228,Primary,East,kailahun district council,8,COMMUNITY DAY CARE PRIMARY SCHOOL 1 MASANTTA,078787497,community
110802229,Primary,East,kailahun district council,8,LUAWA INTERNATIONAL ACADEMY PRIMARY SCHOOL KAILAHUN,079425866,private
110802230,Primary,East,kailahun district council,8,METHODIST PRIMARY SCHOOL NAMIEMA NAMIEMA,077070597,mission
110802231,Primary,East,kailahun district council,8,NEW LIFE PRIMARY SCHOOL KAILAHUN,076802648,mission
110802232,Primary,East,kailahun district council,8,COMMUNITY DAY CARE PRIMARY SCHOOL 11 LAMIN FARMAGA TOWN KAILAHUN,088915351,community
110802301,JSS,East,kailahun district council,8,METHODIST SECONDARY SCHOOL KAILAHUN KAILAHUN,76643631,mission
110802303,JSS,East,kailahun district council,8,TAHIR AHMADIYYA MUSLIM SECONDARY SCHOOL. KAILAHUN,76823912,mission
110802304,JSS,East,kailahun district council,8,LUAWA ISLAMIC SECONDARY SCHOOL LUAWA,079661848,mission
110802305,JSS,East,kailahun district council,8,LUAWA INTERNATIONAL ACADEMY JUNIOR SECONDARY SCHOOL KAILAHUN,030509450,private
110802401,SSS,East,kailahun district council,8,METHODIST SENIOR SECONDARY SCHOOL KAILAHUN. KAILAHUN,078377058,mission
110802402,SSS,East,kailahun district council,8,NATIONAL SENIOR SECONDARY SCHOOL KAILAHUN,76824946,mission
110802403,SSS,East,kailahun district council,8,LUAWA INTERNATIONAL ACADEMY KAILAHUN,079425866,private
110803101,Preschool,East,kailahun district council,8,EARLY CHILD CENTRE DEVELOPMENT PRE- SCHOOL GBALAHUN,030236067,other
110803102,Preschool,East,kailahun district council,8,EARLY CHILDHOOD CAR DEVELOPMENT PRE- PRIMARY SCHOOL SANDEYALLU,030732783,community
110803201,Primary,East,kailahun district council,8,METHODIST PRIMARY SCHOOL BAOMA GBELA,030483634,mission
110803203,Primary,East,kailahun district council,8,KAILAHUN DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL DODO JUNCTION,088612971,government
110803204,Primary,East,kailahun district council,8,METHODIST PRIMARY SCHOOL DODO KORTUMA DODO KORTUMA,078561835,mission
110803205,Primary,East,kailahun district council,8,METHODIST PRIMMARY SCHOOL FOLIMA FOLIMA,030054764,mission
110803206,Primary,East,kailahun district council,8,AHMADIYYA PRIMARY SCHOOL GBALAHUN,76514343,mission
110803207,Primary,East,kailahun district council,8,KAILAHUN DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL GBALAHUN,077300102,government
110803208,Primary,East,kailahun district council,8,KAILAHUN DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL . KPANDEBU,030669324,government
110803209,Primary,East,kailahun district council,8,KAILAHUN DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL MAMUTO MAMUTO,030138313,government
110803210,Primary,East,kailahun district council,8,ROMAN CATHOLIC PRIMARY SCHOOL MANO SEWALLU,088911448,mission
110803212,Primary,East,kailahun district council,8,METHODIST PRIMARY SCHOOL SANDEYALLU SANDEYALLU,030445209,mission
110803213,Primary,East,kailahun district council,8,AHMADIYYA MUSLIM PRIMARY SCHOOL SANDEYALU,088239627,mission
110803214,Primary,East,kailahun district council,8,EARLY CHILDHOOD CARE DEVELOPMENT PRIMARY SCHOOL SANDEYALLU,030732783,mission
110803215,Primary,East,kailahun district council,8,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY MANO SEWALLU,088932592,mission
110803216,Primary,East,kailahun district council,8,SHALOM ACADEMY PRIMARY SCHOOL FOLIMA,078647591,mission
110803301,JSS,East,kailahun district council,8,GBELA COMMUNITY JUNIOPR SECONDARY SCHOO. GBALAHUN GBALAHUN,076524125,mission
110804201,Primary,East,kailahun district council,8,SUPREME ISLAMIC PRIMARY BUNUMBU,099321884,mission
110804203,Primary,East,kailahun district council,8,ROMAN CATHOLIC PRIMARY SCHOOL KOSSIE BAOMA,088958787,mission
110804204,Primary,East,kailahun district council,8,NATIONAL ISLAMIC PRIMARY LALEHUN LALEHUN,076404546,mission
110804205,Primary,East,kailahun district council,8,KAILAHUN DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL MENDE KEIMA,076762794,government
110804206,Primary,East,kailahun district council,8,ROMAN CATHOLIC PRIMARY SCHOOL NAGBENA,088896186,mission
110804207,Primary,East,kailahun district council,8,ROMAN CATHOLIC PRIMARY SCHOOL NYANDEHUN NYANDEHUN,088439065,mission
110804208,Primary,East,kailahun district council,8,SUPREME ISLAMIC PRIMARY NYANDEYHUN,088217787,mission
110804210,Primary,East,kailahun district council,8,KAILAHUN DISTRICT EDUCATION COUNCIL PRIMARY SCHOOL TALIA,088574450,community
110804301,JSS,East,kailahun district council,8,MAMBA SECONDARY SCHOOL NYANDEHUN,077507434,community
110805101,Preschool,East,kailahun district council,8,COMMUNITY PRE PRIMARY CARE,079981307,community
110805201,Primary,East,kailahun district council,8,ROMAN CATHOLIC PRIMARY SCHOOL  NGIEHUN NGIEHUN,088769697,government
110805202,Primary,East,kailahun district council,8,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL NGIEHUN,76298509,mission
110805203,Primary,East,kailahun district council,8,METHODIST PRIMARY SCHOOL  NGIEHUN NGIEHUN,79001235,mission
110805204,Primary,East,kailahun district council,8,ROMAN CATHOLIC PRIMARY SCHOOL MENDE-BUIMA,088908634,mission
110805207,Primary,East,kailahun district council,8,KAILAHUN DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL FOBU,30727548,government
110805208,Primary,East,kailahun district council,8,METHODIST PRIMARY KEMBETAHUN LUAWA. KEMBETAHUN,078377637,mission
110805209,Primary,East,kailahun district council,8,SIERRA LEONE MUSLIM BROTHERHOOD MENDE BUIMA,030082397,mission
110805301,JSS,East,kailahun district council,8,MORAVIAN JUNIOR SECONDARY SCHOOL. NGIEHUN,76892565,mission
110806201,Primary,East,kailahun district council,8,ROMAN CATHOLIC PRIMARY SCHOOL GBATORMA,077293896,mission
110806202,Primary,East,kailahun district council,8,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL GBEWORBU,079268123,mission
110806203,Primary,East,kailahun district council,8,KAILAHUN DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL KAILAHUN GONDAMA,76229590,government
110806204,Primary,East,kailahun district council,8,KAILAHUN DISTRICT EDUCATION COUNCIL JENGBELLU,076962501,government
110806205,Primary,East,kailahun district council,8,KAILAHUN DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL KONJO,79695441,government
110806207,Primary,East,kailahun district council,8,METHODIST PRIMARY SCHOOL  NGIEMA NGIEMA,076381319,mission
110806208,Primary,East,kailahun district council,8,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL SENGEMA SENGEMA,88838272,mission
110806301,JSS,East,kailahun district council,8,SIERRA LEONE MUSLIM BROTHERHOOD JSS GBAWORBU GAO,078773009,mission
110901101,Preschool,East,kailahun district council,9,EARLY CHILDHOOD CARE AND DEVELOPMENT PRE-SCHOOL JOJOIMA 07/8070230,None,community
110901201,Primary,East,kailahun district council,9,METHODIST PRIMARY SCHOOL JOJOIMA,76146728,mission
110901202,Primary,East,kailahun district council,9,PROVINCIAL ISLAMIC PRIMARY SCHOOL JOJOIMA,78543105,mission
110901203,Primary,East,kailahun district council,9,ROMAN CATHOLIC PRIMARY SCHOOL JOJOIMA,76120022,mission
110901204,Primary,East,kailahun district council,9,SIERRA LEONE CHURCH PRIMARY SCHOOL JOJOIMA,76944795,mission
110901205,Primary,East,kailahun district council,9,SIERRA LEONE CHURCH PRIMARY SCHOOL KUIVA KUIVA,078517576,community
110901206,Primary,East,kailahun district council,9,KAILAHUN DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL NGIEHUN,76345491,government
110901207,Primary,East,kailahun district council,9,SIERRA LEONE MUSLIM BROTHERHOOD WOROMA,76250128,mission
110901208,Primary,East,kailahun district council,9,ROMAN CATHOLIC PRIMARY SCHOOL,None,mission
110901301,JSS,East,kailahun district council,9,LAW MEMORIAL JSS JOJOIMA,78407020,community
110901302,JSS,East,kailahun district council,9,PROVINCIAL ISLAMIC JUNIOR SECONDARY SCHOOL. JOJOIMA,76710358,mission
110902201,Primary,East,kailahun district council,9,METHODIST PRIMARY SCHOOL BUMPEH,79563842,mission
110902202,Primary,East,kailahun district council,9,SIERRA LEONE CHURCH PRIMARY SCHOOL DAMBALA,None,mission
110902203,Primary,East,kailahun district council,9,KAILAHUN DISTRICT EDUCATION PRIMARY FOBU,78478460,government
110902204,Primary,East,kailahun district council,9,METHODIST PRIMARY SCHOOL JAAMA,76546827,mission
110902205,Primary,East,kailahun district council,9,PROVINCIAL ISLAMIC PRIMARY SCHOOL JABAMA,078024968,mission
110902206,Primary,East,kailahun district council,9,KAILAHUN DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL KPANGIEMA,79222082,government
110902207,Primary,East,kailahun district council,9,METHODIST PRIMARY SCHOOL MADINA,79001246,mission
110902208,Primary,East,kailahun district council,9,KAILAHUN DISTRICT EDUCATION COMMITTEE PRIMARY NGIEMA,79526313,government
110902209,Primary,East,kailahun district council,9,NATIONAL ISLAMIC PRIMARY NJORPORWAHU N,79456328,mission
110902210,Primary,East,kailahun district council,9,ROMAN CATHOLIC PRIMARY SCHOOL TANINAWAHUN,78596276,mission
110902211,Primary,East,kailahun district council,9,KAILAHUN DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL SAAGOIHUN,078394442,government
110902212,Primary,East,kailahun district council,9,KAILAHUN DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL MORGBEIMA,078394442,government
111001101,Preschool,East,kailahun district council,10,BAIIMA CHRISTIAN ACADEMY PRE-PRIMARY BAIIMA,076390312,mission
111001102,Preschool,East,kailahun district council,10,MANDU EARLY CHILDHOOD CARE DEVELOPMENT CENTRE MOBAI,076516444,community
111001201,Primary,East,kailahun district council,10,AHMADIYYA PRIMARY SCHOOL BAIIMA,78450398,private
111001202,Primary,East,kailahun district council,10,SIERRA LEONE CHURCH PRIMARY SCHOOL BAIIMA,076983977,mission
111001203,Primary,East,kailahun district council,10,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL BAIIMA,78148704,mission
111001204,Primary,East,kailahun district council,10,SIERRA LEONE CHURCH PRIMARY SCHOOL GBEWORBU,76765301,mission
111001205,Primary,East,kailahun district council,10,KAILAHUN DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL  GOHN / GOO GOHN / GOO,76998144,government
111001206,Primary,East,kailahun district council,10,KAILAHUN DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL KPEIMA,78514033,government
111001207,Primary,East,kailahun district council,10,COMMUNITY PRIMARY SCHOOL LAAH,078870120,community
111001208,Primary,East,kailahun district council,10,SIERRA LEONE CHURCH PRIMARY SCHOOL LEVUMA,078063168,mission
111001209,Primary,East,kailahun district council,10,KHULAFAI RASHIDEEN ISLAMIC PRIMARY SCHOOL MOBAI,78704027,mission
111001210,Primary,East,kailahun district council,10,METHODIST PRIMARY SCHOOL MOBAI,76272796,mission
111001211,Primary,East,kailahun district council,10,ROMAN CATHOLIC PRIMARY SCHOOL MOBAI,076643464,mission
111001212,Primary,East,kailahun district council,10,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL MOBAI,76973725,mission
111001213,Primary,East,kailahun district council,10,SIERRA LEONE CHURCH PRIMARY NGIEHUN,076475354,mission
111001214,Primary,East,kailahun district council,10,KAILAHUN DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL NIAGORIHUN,078463373,government
111001215,Primary,East,kailahun district council,10,KAILAHUN DISTRICT EDUCATION COMMITTEE NJALA,078581134,government
111001216,Primary,East,kailahun district council,10,SUPREME ISLAMIC COUNCIL PRIMARY SCHOOL POTORU,76282004,mission
111001217,Primary,East,kailahun district council,10,KAILAHUN DISTRICT EDUCATION COMMITTEE PRIMARY TAWAHUN,078551876,government
111001218,Primary,East,kailahun district council,10,BISHOP KEILI PRIMARY SCHOOL TAWEI,079604372,community
111001219,Primary,East,kailahun district council,10,ROMAN CATHOLIC PRIMARY SCHOOL TIKONKO,076572524,mission
111001220,Primary,East,kailahun district council,10,PROVINCIAL ISLAMIC PRIMARY SCHOOL YOYAH,079833879,mission
111001221,Primary,East,kailahun district council,10,BAIIMA CHRISTIAN ACADEMY PRIMARY SCHOOL BAIIMA,076390312,mission
111001301,JSS,East,kailahun district council,10,SAINT MICHAEL JUNIOR SECONDARY SCHOOL. BAUMA,076265391,mission
111001303,JSS,East,kailahun district council,10,MANDU JUNIOR SECONDARY SCHOOL. MOBAI,076421462,government
111001304,JSS,East,kailahun district council,10,BAILMA CHRISTIAN ACADEMY JUNIOR SECONDARY SCHOOL,076390312,mission
111101101,Preschool,East,kailahun district council,11,THE LIGHT OF GOD ACADEMY PRE-SCHOOL SEGBWEMA- KOVOMA STREET,077583406,private
111101202,Primary,East,kailahun district council,11,METHODIST PRIMARY BANDAJUMA,078105838,government
111101203,Primary,East,kailahun district council,11,PROVINCIAL ISLAMIC PRIMARY BANDAJUMA,078070932,mission
111101204,Primary,East,kailahun district council,11,METHODIST PRIMARY SCHOOL GBEIKA,088666269,mission
111101205,Primary,East,kailahun district council,11,PROVINCIAL ISLAMIC PRIMARY GBEIKA,078276169,mission
111101207,Primary,East,kailahun district council,11,KAILAHUN DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL JAO JAO,030130488,government
111101208,Primary,East,kailahun district council,11,METHODIST PRIMARY SCHOOL - LALEHUN KOVOMA NJALUAHUN LALEHUN KOVOMA,077264894,community
111101209,Primary,East,kailahun district council,11,METHODIST PRIMARY MAGBEMA,078639227,mission
111101210,Primary,East,kailahun district council,11,METHODIST PRIMARY SCHOOL NYANYAHUN GBUYAMA,30047177,mission
111101211,Primary,East,kailahun district council,11,ROMAN CATHOLIC PRIMARY TONDOLA,030606264,mission
111101212,Primary,East,kailahun district council,11,METHODIST PRIMARY SCHOOL YANDOHUN,76480730,mission
111101213,Primary,East,kailahun district council,11,THE LIGHT OF GOD ACADEMY PRI SCHOOL,077583406,private
111101301,JSS,East,kailahun district council,11,NJALUAHUN METHODIST JUNIOR SECONDARY SCHOOL. SEGBWEMA,76669424,mission
111101401,SSS,East,kailahun district council,11,NJALUAHUN METHODIST SENIOR SECONDARY SCHOOL SEGBWEMA,None,mission
111102102,Preschool,East,kailahun district council,11,N'DOMAKEH COMMUNITY PRE-SCHOOL SEGBWEMA,088339153,community
111102103,Preschool,East,kailahun district council,11,ST PETERS PRE-SCHOOL SEGBWEMA SEGBINEMA,None,mission
111102201,Primary,East,kailahun district council,11,KAILAHUN DISTRICT COUNCIL PRIMARY BANAJUMA,078491172,government
111102202,Primary,East,kailahun district council,11,METHODIST PRIMARY BAOMA,76966857,mission
111102203,Primary,East,kailahun district council,11,KHULAFAI RASHIDEEN PRIMARY FOLLA FOLLA,None,private
111102204,Primary,East,kailahun district council,11,ROMAN CATHOLIC PRIMARY FOLLA FOLLA,088759375,mission
111102205,Primary,East,kailahun district council,11,KAILAHUN DISTRICT EDUCATION PRIMARY GANDORHUN,76829292,government
111102208,Primary,East,kailahun district council,11,ROMAN CATHOLIC PRIMARY SCHOOL NGIEHUN DOLA,088917203,mission
111102209,Primary,East,kailahun district council,11,ROMAN CATHOLIC SCHOOL NYANDEHUN GOVOHUN,030653519,private
111102210,Primary,East,kailahun district council,11,AHMADIYYA MUSLIM PRIMARY POYAO,78197588,community
111102211,Primary,East,kailahun district council,11,AHMADIYYA MUSLIM PRIMARY SEGBWEMA,78808149,mission
111102212,Primary,East,kailahun district council,11,ANSARUL ISLAMIC PRIMARY SEGBWEMA,76903114,community
111102213,Primary,East,kailahun district council,11,BADRU- DEEN ISLAMIC PRIMARY SEGBWEMA,076344715,mission
111102214,Primary,East,kailahun district council,11,MAAHAD AALI PRIMARY SEGBWEMA,76646194,community
111102215,Primary,East,kailahun district council,11,KHULAFAI RASHIDEEN PRIMARY SEGBWEMA,030851879,mission
111102216,Primary,East,kailahun district council,11,METHODIST EXTENSION PRIMARY SCHOOL SEGBWEMA,76841607,mission
111102217,Primary,East,kailahun district council,11,ROMAN CATHOLIC PRIMARY SCHOOL SEGBWEMA,099025254,mission
111102218,Primary,East,kailahun district council,11,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL SEGBWEMA,77818945,private
111102219,Primary,East,kailahun district council,11,AL-QUDUS ISLAMIC PRIMARY SEIGBWEMA,77228544,mission
111102301,JSS,East,kailahun district council,11,HOLY GHOST JUNIOR SECONDARY SCHOOL. SEGBWEMA SEGBWEMA,078282122,mission
111102302,JSS,East,kailahun district council,11,MAHMOOD AHMADIYYA MUSLIM SECONDARY SCHOOL. SEGBWEMA,76903381,mission
111102401,SSS,East,kailahun district council,11,HOLY GHOST SENIOR SECONDARY SCHOOL SEGBWEMA,76453490,mission
111103101,Preschool,East,kailahun district council,11,SERVICES PRE-PRIMARY SCHOOL MOA BARRACKS,077878592,community
111103102,Preschool,East,kailahun district council,11,METHODIST PRE-PRIMARY SCHOOL SEGBWEMA,076263707,mission
111103201,Primary,East,kailahun district council,11,PROVINCIAL ISLAMIC PRIMARY BAIMA KOBOIHUN,030974017,mission
111103202,Primary,East,kailahun district council,11,METHODIST PRIMARY SCHOOL DAMBU,088528499,mission
111103203,Primary,East,kailahun district council,11,KAILAHUN DISTRICT EDUCATION FEIJIA FEIJA,78772209,government
111103204,Primary,East,kailahun district council,11,PROVINCIAL ISLAMIC PRIMARY SCHOOL GONDAMA,079491552,mission
111103205,Primary,East,kailahun district council,11,PROVINCIAL ISLAMIC PRIMARY SCHOOL MALEMA,078757336,mission
111103206,Primary,East,kailahun district council,11,ROMAN CATHOLIC PRIMARY SCHOOL MALOMA,077012354,mission
111103207,Primary,East,kailahun district council,11,METHODIST PRIMARY SCHOOL MENDEKELEMA,78793360,mission
111103208,Primary,East,kailahun district council,11,KAILAHUN DISTRICT EDUCATION COMMITTEE MAO BARRACKS MOA BARRACKS,077845451,government
111103209,Primary,East,kailahun district council,11,KAILAHUN DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL MOA BARRACKS,076318308,government
111103210,Primary,East,kailahun district council,11,SERVICES PRIMARY MOA BARRACKS,076722259,community
111103211,Primary,East,kailahun district council,11,METHODIST PRIMARY SCHOOL PENDEMBU NJEIGBLA,076702578,mission
