emis_num,level,region,council,chfdom,school_name,town_name,phone,owner
110901204,Primary,East,kailahun district council,9,Sierra Leone Church Primary School,Jojoima,76944795,mission
110901205,Primary,East,kailahun district council,9,Sierra Leone Church Primary School,Kuiva,078517576,community
110901206,Primary,East,kailahun district council,9,Kailahun District Education Committee Primary School,Ngiehun,76345491,government
110901207,Primary,East,kailahun district council,9,Sierra Leone Muslim Brotherhood,Woroma,76250128,mission
110901208,Primary,East,kailahun district council,9,Roman Catholic Primary School,null,None,mission
110901301,JSS,East,kailahun district council,9,Law Memorial Jss,Jojoima,78407020,community
110901302,JSS,East,kailahun district council,9,Provincial Islamic Junior Secondary School,Jojoima,76710358,mission
110902201,Primary,East,kailahun district council,9,Methodist Primary School,Bumpeh,79563842,mission
110902202,Primary,East,kailahun district council,9,Sierra Leone Church Primary School,Dambala,None,mission
110902203,Primary,East,kailahun district council,9,Kailahun District Education Primary,Fobu,78478460,government
110902204,Primary,East,kailahun district council,9,Methodist Primary School,Jaama,76546827,mission
110902205,Primary,East,kailahun district council,9,Provincial Islamic Primary School,Jabama,078024968,mission
110902206,Primary,East,kailahun district council,9,Kailahun District Education Committee Primary School,Kpangiema,79222082,government
110902207,Primary,East,kailahun district council,9,Methodist Primary School,Madina,79001246,mission
110902208,Primary,East,kailahun district council,9,Kailahun District Education Committee Primary,Ngiema,79526313,government
110902209,Primary,East,kailahun district council,9,National Islamic Primary Njorporwahu,N,79456328,mission
110902210,Primary,East,kailahun district council,9,Roman Catholic Primary School,Taninawahun,78596276,mission
110902211,Primary,East,kailahun district council,9,Kailahun District Education Committee Primary School,Saagoihun,078394442,government
110902212,Primary,East,kailahun district council,9,Kailahun District Education Committee Primary School,Morgbeima,078394442,government
111001101,Preschool,East,kailahun district council,10,Baiima Christian Academy Pre-Primary,Baiima,076390312,mission
111001102,Preschool,East,kailahun district council,10,Mandu Early Childhood Care Development Centre,Mobai,076516444,community
111001201,Primary,East,kailahun district council,10,Ahmadiyya Primary School,Baiima,78450398,private
111001202,Primary,East,kailahun district council,10,Sierra Leone Church Primary School,Baiima,076983977,mission
111001203,Primary,East,kailahun district council,10,Sierra Leone Muslim Brotherhood Primary School,Baiima,78148704,mission
111001204,Primary,East,kailahun district council,10,Sierra Leone Church Primary School,Gbeworbu,76765301,mission
111001205,Primary,East,kailahun district council,10,Kailahun District Education Committee Primary School,Gohn / Goo,76998144,government
111001206,Primary,East,kailahun district council,10,Kailahun District Education Committee Primary School,Kpeima,78514033,government
111001207,Primary,East,kailahun district council,10,Community Primary School,Laah,078870120,community
111001208,Primary,East,kailahun district council,10,Sierra Leone Church Primary School,Levuma,078063168,mission
111001209,Primary,East,kailahun district council,10,Khulafai Rashideen Islamic Primary School,Mobai,78704027,mission
111001210,Primary,East,kailahun district council,10,Methodist Primary School,Mobai,76272796,mission
111001211,Primary,East,kailahun district council,10,Roman Catholic Primary School,Mobai,076643464,mission
111001212,Primary,East,kailahun district council,10,Sierra Leone Muslim Brotherhood Primary School,Mobai,76973725,mission
111001213,Primary,East,kailahun district council,10,Sierra Leone Church Primary,Ngiehun,076475354,mission
111001214,Primary,East,kailahun district council,10,Kailahun District Education Committee Primary School,Niagorihun,078463373,government
111001215,Primary,East,kailahun district council,10,Kailahun District Education Committee,Njala,078581134,government
111001216,Primary,East,kailahun district council,10,Supreme Islamic Council Primary School,Potoru,76282004,mission
111001217,Primary,East,kailahun district council,10,Kailahun District Education Committee Primary,Tawahun,078551876,government
111001218,Primary,East,kailahun district council,10,Bishop Keili Primary School,Tawei,079604372,community
111001219,Primary,East,kailahun district council,10,Roman Catholic Primary School,Tikonko,076572524,mission
111001220,Primary,East,kailahun district council,10,Provincial Islamic Primary School,Yoyah,079833879,mission
111001221,Primary,East,kailahun district council,10,Baiima Christian Academy Primary School,Baiima,076390312,mission
111001301,JSS,East,kailahun district council,10,Saint Michael Junior Secondary School,Bauma,076265391,mission
111001303,JSS,East,kailahun district council,10,Mandu Junior Secondary School,Mobai,076421462,government
111001304,JSS,East,kailahun district council,10,Bailma Christian Academy Junior Secondary School,null,076390312,mission
111101101,Preschool,East,kailahun district council,11,The Light Of God Academy Pre-School,Segbwema,077583406,private
111101202,Primary,East,kailahun district council,11,Methodist Primary,Bandajuma,078105838,government
111101203,Primary,East,kailahun district council,11,Provincial Islamic Primary,Bandajuma,078070932,mission
111101204,Primary,East,kailahun district council,11,Methodist Primary School,Gbeika,088666269,mission
111101205,Primary,East,kailahun district council,11,Provincial Islamic Primary,Gbeika,078276169,mission
111101207,Primary,East,kailahun district council,11,Kailahun District Education Committee Primary School,Jao,030130488,government
111101208,Primary,East,kailahun district council,11,Methodist Primary School - Lalehun Kovoma,Njaluahun Lalehun Kovoma,077264894,community
111101209,Primary,East,kailahun district council,11,Methodist Primary,Magbema,078639227,mission
111101210,Primary,East,kailahun district council,11,Methodist Primary School Nyanyahun,Gbuyama,30047177,mission
111101211,Primary,East,kailahun district council,11,Roman Catholic Primary,Tondola,030606264,mission
111101212,Primary,East,kailahun district council,11,Methodist Primary School,Yandohun,76480730,mission
111101213,Primary,East,kailahun district council,11,The Light Of God Academy Pri School,null,077583406,private
111101301,JSS,East,kailahun district council,11,Njaluahun Methodist Junior Secondary School,Segbwema,76669424,mission
111101401,SSS,East,kailahun district council,11,Njaluahun Methodist Senior Secondary School,Segbwema,None,mission
111102102,Preschool,East,kailahun district council,11,N'Domakeh Community Pre-School,Segbwema,088339153,community
111102103,Preschool,East,kailahun district council,11,St Peters Pre-School Segbwema,Segbinema,None,mission
111102201,Primary,East,kailahun district council,11,Kailahun District Council Primary,Banajuma,078491172,government
111102202,Primary,East,kailahun district council,11,Methodist Primary,Baoma,76966857,mission
111102203,Primary,East,kailahun district council,11,Khulafai Rashideen Primary,Folla,None,private
111102204,Primary,East,kailahun district council,11,Roman Catholic Primary,Folla,088759375,mission
111102205,Primary,East,kailahun district council,11,Kailahun District Education Primary,Gandorhun,76829292,government
111102208,Primary,East,kailahun district council,11,Roman Catholic Primary School Ngiehun,Dola,088917203,mission
111102209,Primary,East,kailahun district council,11,Roman Catholic School Nyandehun,Govohun,030653519,private
111102210,Primary,East,kailahun district council,11,Ahmadiyya Muslim Primary,Poyao,78197588,community
111102211,Primary,East,kailahun district council,11,Ahmadiyya Muslim Primary,Segbwema,78808149,mission
111102212,Primary,East,kailahun district council,11,Ansarul Islamic Primary,Segbwema,76903114,community
111102213,Primary,East,kailahun district council,11,Badru- Deen Islamic Primary,Segbwema,076344715,mission
111102214,Primary,East,kailahun district council,11,Maahad Aali Primary,Segbwema,76646194,community
111102215,Primary,East,kailahun district council,11,Khulafai Rashideen Primary,Segbwema,030851879,mission
111102216,Primary,East,kailahun district council,11,Methodist Extension Primary School,Segbwema,76841607,mission
111102217,Primary,East,kailahun district council,11,Roman Catholic Primary School,Segbwema,099025254,mission
111102218,Primary,East,kailahun district council,11,Sierra Leone Muslim Brotherhood Primary School,Segbwema,77818945,private
111102219,Primary,East,kailahun district council,11,Al-Qudus Islamic Primary,Seigbwema,77228544,mission
111102301,JSS,East,kailahun district council,11,Holy Ghost Junior Secondary School,Segbwema,078282122,mission
111102302,JSS,East,kailahun district council,11,Mahmood Ahmadiyya Muslim Secondary School,Segbwema,76903381,mission
111102401,SSS,East,kailahun district council,11,Holy Ghost Senior Secondary School,Segbwema,76453490,mission
111103101,Preschool,East,kailahun district council,11,Services Pre-Primary School,Moa Barracks,077878592,community
111103102,Preschool,East,kailahun district council,11,Methodist Pre-Primary School,Segbwema,076263707,mission
111103201,Primary,East,kailahun district council,11,Provincial Islamic Primary,Koboihun,030974017,mission
111103202,Primary,East,kailahun district council,11,Methodist Primary School,Dambu,088528499,mission
111103203,Primary,East,kailahun district council,11,Kailahun District Education Feijia,Feija,78772209,government
111103204,Primary,East,kailahun district council,11,Provincial Islamic Primary School,Gondama,079491552,mission
111103205,Primary,East,kailahun district council,11,Provincial Islamic Primary School,Malema,078757336,mission
111103206,Primary,East,kailahun district council,11,Roman Catholic Primary School,Maloma,077012354,mission
111103207,Primary,East,kailahun district council,11,Methodist Primary School,Mendekelema,78793360,mission
111103208,Primary,East,kailahun district council,11,Kailahun District Education Committee Mao Barracks,Moa Barracks,077845451,government
111103209,Primary,East,kailahun district council,11,Kailahun District Education Committee Primary School,Moa Barracks,076318308,government
111103210,Primary,East,kailahun district council,11,Services Primary,Moa Barracks,076722259,community
111103211,Primary,East,kailahun district council,11,Methodist Primary School,Pendembu,076702578,mission
111103212,Primary,East,kailahun district council,11,Kailahun District Council Primary,Segbwema,76390301,government
111103213,Primary,East,kailahun district council,11,Methodist Primary School,Segbwema,079088019,mission
111103214,Primary,East,kailahun district council,11,National Islamic Primary,Segbwema,76507720,mission
111103215,Primary,East,kailahun district council,11,Provincial Islamic Primary,Segbwema,77802098,mission
111103216,Primary,East,kailahun district council,11,Kailahun District Education Council Primary School,Yendema,77309537,government
111103217,Primary,East,kailahun district council,11,Kailahun District Education Council Primary School,Yiekador,088133692,government
